,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_Predicted
1809,NCR54,OUT035,3565.8854854223428
1810,DRK11,OUT035,2756.2436551200108
1811,DRI37,OUT017,1089.3822850241554
1812,FDX37,OUT049,1973.1194772857386
1813,FDF05,OUT046,3508.1614732459957
1814,FDW36,OUT019,-134.1241080471898
1815,FDI04,OUT035,3549.4565072619216
1816,FDB04,OUT045,1060.7040230794157
1817,FDU38,OUT035,3553.1012635673633
1818,FDY28,OUT013,3535.7353093318034
1819,FDP20,OUT046,1846.2650082596801
1820,FDC29,OUT017,1958.209310549056
1821,FDR45,OUT049,3646.9142749586345
1822,NCC42,OUT046,1857.8170177102231
1823,NCF42,OUT017,2717.6911234353483
1824,FDZ45,OUT010,1588.4209714057586
1825,FDB23,OUT017,3589.380481088371
1826,FDC41,OUT049,1132.4169037985262
1827,FDA10,OUT019,-201.92311117850295
1828,NCM26,OUT017,2755.567018355705
1829,FDZ58,OUT019,-147.15879401533357
1830,FDW35,OUT035,1100.013471445217
1831,FDX32,OUT035,2712.3977065340323
1832,FDK40,OUT018,3274.5282516542857
1833,FDD04,OUT017,2745.1121387145795
1834,FDP28,OUT046,3500.3793386359466
1835,NCL42,OUT013,3544.0073090841506
1836,DRB13,OUT035,3587.5673854337165
1837,FDC33,OUT018,3255.29638893029
1838,FDO58,OUT035,2720.689986250156
1839,FDE34,OUT010,753.183733821432
1840,NCE19,OUT046,1031.609811332582
1841,NCJ18,OUT010,-108.70309896909748
1842,FDF52,OUT049,2813.321212031098
1843,FDY04,OUT035,2724.2188405963134
1844,DRF49,OUT049,1991.4394599887598
1845,FDX27,OUT010,-927.458888034872
1846,FDV28,OUT013,1037.4116946928475
1847,FDE33,OUT019,-974.5475989627259
1848,FDQ37,OUT013,3524.3450270470585
1849,NCG30,OUT046,1824.6680867563184
1850,NCH29,OUT017,1961.7087494479526
1851,FDV20,OUT017,1938.2465813287827
1852,FDG57,OUT018,765.0236416415519
1853,FDU60,OUT035,2713.421539540751
1854,NCH30,OUT010,-69.27617518479838
1855,NCM29,OUT010,-30.374083713362097
1856,FDB12,OUT018,1588.248823495501
1857,FDD53,OUT049,1153.715492537516
1858,FDI44,OUT049,1136.4590305193724
1859,FDW56,OUT027,4961.009756960069
1860,FDA01,OUT018,769.9335489356525
1861,FDG47,OUT013,3549.010694739667
1862,FDT40,OUT035,1939.5133089807582
1863,FDU20,OUT035,1901.644796579255
1864,NCP41,OUT018,1603.4255689323143
1865,FDW36,OUT027,3306.694901317469
1866,FDN31,OUT049,3631.5610871939316
1867,NCU54,OUT010,1584.0322148027428
1868,FDS01,OUT046,2699.494496002453
1869,FDA23,OUT017,1947.7143169273572
1870,FDY08,OUT045,1856.8487983609934
1871,FDJ28,OUT046,3521.854767436793
1872,DRF36,OUT046,3512.454459543842
1873,FDH44,OUT010,772.8773424140998
1874,NCY54,OUT049,2780.7177195771374
1875,FDR59,OUT010,1589.0598191902257
1876,DRA59,OUT046,2672.9109850111154
1877,FDS55,OUT017,2768.823383838134
1878,FDZ28,OUT045,1869.4663328195861
1879,DRG49,OUT045,3543.471281544452
1880,FDH21,OUT019,706.9470644214159
1881,NCN19,OUT013,3566.228936152258
1882,FDP25,OUT045,3540.6789108726434
1883,DRH59,OUT046,1038.1220426724628
1884,FDH09,OUT035,1081.3240054732603
1885,NCK54,OUT049,1993.0304666960276
1886,FDT21,OUT045,3559.084074164288
1887,FDR12,OUT019,701.6338327498099
1888,FDS25,OUT017,1925.4117861234377
1889,NCL05,OUT027,2464.508124130787
1890,NCI30,OUT017,3570.204596146553
1891,FDJ26,OUT045,3520.589766447616
1892,FDA56,OUT049,2006.3713972647886
1893,FDM33,OUT018,3261.3863809315626
1894,FDP04,OUT049,1165.1942166593496
1895,FDR55,OUT045,3513.1559805032875
1896,NCZ54,OUT027,4115.606887328806
1897,NCA53,OUT049,1175.6495546097026
1898,FDL20,OUT046,1866.919121272537
1899,FDT26,OUT035,1888.3177578869102
1900,NCZ06,OUT046,3482.282732992582
1901,FDA04,OUT017,3588.640623243091
1902,FDD29,OUT027,4966.867199992168
1903,FDS56,OUT046,3531.7862240209533
1904,FDT07,OUT013,3562.895936554348
1905,FDT58,OUT018,2424.5995915868853
1906,FDJ10,OUT027,3298.304676687688
1907,FDN25,OUT035,1090.7114155530492
1908,DRC27,OUT045,3532.4188057151523
1909,FDA38,OUT049,3660.5003493414943
1910,FDM56,OUT013,1889.180584599481
1911,NCI43,OUT013,1070.3312952846702
1912,FDP36,OUT017,1107.25853224138
1913,DRK49,OUT019,-935.3213340378002
1914,FDW32,OUT019,-996.5941855618842
1915,NCW18,OUT049,3627.395681237461
1916,FDQ44,OUT018,1588.0882188136754
1917,FDL45,OUT045,1884.0439775611171
1918,DRB48,OUT035,1081.375301763941
1919,FDQ34,OUT018,1571.1255295823
1920,FDH17,OUT017,1942.3569207583262
1921,FDN08,OUT010,-58.46180028697336
1922,FDK57,OUT027,3301.6750059088836
1923,FDK10,OUT013,2749.2146598082318
1924,FDL39,OUT027,4118.438104805376
1925,FDP25,OUT035,3561.9576627208553
1926,FDC05,OUT035,3542.6748762888847
1927,FDA39,OUT013,1106.0239031791866
1928,FDZ10,OUT013,1894.5123834432923
1929,FDK08,OUT027,3290.97316377842
1930,DRD24,OUT013,1908.102092974933
1931,DRG48,OUT018,2454.4629584406266
1932,FDH52,OUT019,-948.2521769953187
1933,FDS25,OUT045,1872.409937830955
1934,NCH43,OUT035,3562.3883399703027
1935,DRK01,OUT017,1948.4257641385097
1936,FDD59,OUT017,1114.8493887559332
1937,FDB27,OUT010,1609.6373198816093
1938,FDO22,OUT013,1087.6716684793441
1939,FDD35,OUT045,1895.7863637758867
1940,FDR01,OUT035,3574.7050209720674
1941,NCB31,OUT019,1494.192145708443
1942,FDC35,OUT046,3501.722598493623
1943,FDS23,OUT045,1877.3839804492363
1944,FDC33,OUT045,3540.32507765409
1945,NCF18,OUT018,3227.1152546565136
1946,FDM36,OUT049,2810.3532380256484
1947,FDJ53,OUT049,1983.847837244826
1948,NCL17,OUT018,1608.7686302089699
1949,FDW27,OUT027,4115.1725245000425
1950,FDA32,OUT046,3515.321850438064
1951,FDA03,OUT010,764.0532913586678
1952,FDW09,OUT045,1066.9927299828682
1953,FDN09,OUT045,3549.753880143001
1954,FDM08,OUT017,3595.5618666742657
1955,FDX01,OUT018,1616.0998948349118
1956,DRO35,OUT049,1987.4884872723326
1957,FDS31,OUT045,2713.1208833468
1958,NCM53,OUT049,1970.60169491374
1959,FDI16,OUT013,1049.7725120432299
1960,DRF36,OUT049,3636.2252266717433
1961,FDW49,OUT027,4104.542524399056
1962,FDB58,OUT019,-108.89688554050826
1963,NCJ18,OUT045,1852.1834211124767
1964,FDL51,OUT045,3519.6364383835853
1965,FDS03,OUT018,778.7679695411439
1966,NCO54,OUT019,-955.5946163462872
1967,FDA48,OUT045,3518.648987107662
1968,NCK06,OUT027,3335.9540255560005
1969,NCZ54,OUT045,2697.2687698278887
1970,FDW39,OUT027,4148.588643608284
1971,FDI09,OUT046,3468.632882752523
1972,NCO02,OUT049,1179.305767061233
1973,DRF13,OUT049,2818.3431501288233
1974,FDK25,OUT017,2734.413792243413
1975,FDZ38,OUT017,2767.0802196759496
1976,NCQ42,OUT019,-145.94462844950135
1977,FDM14,OUT027,3314.061436202921
1978,FDC20,OUT046,1049.2163543087825
1979,FDW32,OUT018,749.6218760775782
1980,FDQ19,OUT045,3561.1301678616637
1981,FDE08,OUT049,2798.0111411100916
1982,FDC29,OUT049,2003.462859445234
1983,FDV50,OUT013,1878.4626205349657
1984,FDF11,OUT017,3606.612865072223
1985,FDN09,OUT018,3253.851825077043
1986,DRG37,OUT045,2713.6407861111475
1987,NCV06,OUT027,4953.873473726756
1988,DRJ13,OUT010,768.6070652578853
1989,DRF25,OUT027,2492.0212039660582
1990,FDE53,OUT010,-33.78343262444605
1991,FDS08,OUT046,2700.950622072688
1992,FDO23,OUT017,1072.5418710875495
1993,FDT07,OUT046,3519.6818548894917
1994,NCX29,OUT035,2727.6328841609875
1995,FDG22,OUT035,1074.2403639298934
1996,DRJ47,OUT027,4119.342442166911
1997,FDL43,OUT013,1092.736226049216
1998,FDZ43,OUT027,4957.558970043326
1999,FDZ21,OUT046,1853.5242704730874
2000,FDJ50,OUT035,1101.3023769231556
2001,FDV35,OUT046,2646.6252754451734
2002,FDW56,OUT017,3595.778354357257
2003,DRL35,OUT045,1060.716001318247
2004,FDR01,OUT045,3553.403863136474
2005,FDS24,OUT045,1038.853987639167
2006,NCL17,OUT017,1946.8801366259825
2007,FDS13,OUT018,3282.697867733301
2008,FDB59,OUT045,3535.415558292254
2009,FDW26,OUT027,4940.179796094986
2010,FDQ12,OUT019,1524.6779641251976
2011,FDX59,OUT013,1084.8522938392327
2012,FDL36,OUT017,1101.0154663664664
2013,FDQ55,OUT018,1611.3009426042456
2014,FDV46,OUT019,-126.3755302276777
2015,FDM28,OUT019,686.9400445166668
2016,FDT40,OUT017,1941.373968830192
2017,DRJ11,OUT010,1589.647010774636
2018,FDD51,OUT045,1080.9229410805353
2019,NCT17,OUT027,4962.739317986736
2020,NCW17,OUT046,1858.7753336741046
2021,NCY29,OUT019,-976.3151803195087
2022,DRH36,OUT013,1086.9362012008658
2023,FDB17,OUT049,2813.741855527448
2024,NCA17,OUT013,2713.0759634147516
2025,FDT27,OUT046,3509.086277502275
2026,FDR32,OUT013,3558.0118923010796
2027,FDG41,OUT049,1986.0642475065094
2028,FDX25,OUT046,2661.3105053723175
2029,FDG56,OUT017,1106.6642365960167
2030,FDN16,OUT017,1936.3180662091265
2031,FDD47,OUT035,2716.6305368421645
2032,FDR12,OUT013,2736.064456429571
2033,FDS33,OUT049,1151.2156583607364
2034,NCC55,OUT035,1083.3725631581585
2035,FDA38,OUT019,1546.91953454378
2036,FDK44,OUT035,2701.925444488361
2037,FDZ57,OUT046,1871.7091088299496
2038,NCN14,OUT017,2737.269697425256
2039,NCB06,OUT010,746.913346694939
2040,DRL01,OUT049,3611.5576602662486
2041,FDU10,OUT049,1167.4876067303426
2042,NCS38,OUT018,1598.9298956106547
2043,FDQ16,OUT013,1891.0453353970736
2044,FDS40,OUT017,1119.8891744605264
2045,FDE36,OUT017,2785.280198876203
2046,FDV31,OUT045,2701.286394542096
2047,NCD42,OUT045,1064.4935161819762
2048,FDT20,OUT035,1090.7998457094432
2049,NCN19,OUT018,3263.431055332161
2050,FDW21,OUT027,3336.0631421523294
2051,FDF34,OUT045,3556.688927721759
2052,FDI28,OUT045,1065.3510740978586
2053,FDG44,OUT027,2510.7938996068942
2054,DRF60,OUT045,3541.3026353802543
2055,FDQ36,OUT019,-920.6354216768866
2056,FDP34,OUT018,2399.5669645157805
2057,FDA20,OUT035,2742.1683810185905
2058,FDE41,OUT035,1086.79373461604
2059,DRK47,OUT046,3518.9501341206133
2060,FDY10,OUT017,1928.927602064198
2061,FDI02,OUT017,1912.8243359410567
2062,FDE41,OUT019,-923.7615729975578
2063,FDZ52,OUT013,1874.0392280271142
2064,FDG50,OUT018,799.8943592417905
2065,DRL01,OUT010,1570.4499395672726
2066,FDV48,OUT017,1122.4602386968113
2067,FDR48,OUT045,2689.2268414528826
2068,NCD54,OUT013,2717.0212192992176
2069,NCT54,OUT017,1102.3316022966499
2070,FDH02,OUT013,1101.2957942212638
2071,NCD43,OUT013,1924.3695115133598
2072,FDE46,OUT035,2730.4440966352813
2073,NCO42,OUT027,4118.423143184915
2074,FDR40,OUT049,1181.5795004967192
2075,FDG24,OUT049,1182.1441679963432
2076,NCO17,OUT017,1939.0353170480457
2077,FDF22,OUT046,3523.6316835115585
2078,FDC59,OUT035,1072.2104888854499
2079,NCY18,OUT010,797.6860534127347
2080,DRE48,OUT045,3557.685671064739
2081,FDV60,OUT010,1547.8444191824822
2082,FDB56,OUT049,3637.4315962306837
2083,FDL20,OUT027,3270.635539427263
2084,NCZ53,OUT027,4970.933951427673
2085,DRM35,OUT035,2734.1760000134936
2086,FDV16,OUT046,1037.5999183948406
2087,FDY19,OUT013,1891.0450278675542
2088,FDY12,OUT010,-915.85552510865
2089,FDM15,OUT017,2765.1160955920714
2090,FDP12,OUT049,1168.3202692617847
2091,FDT21,OUT013,3576.896909704461
2092,DRE49,OUT010,771.4400311268648
2093,FDN16,OUT049,1981.6208418072172
2094,FDE04,OUT018,2420.7860247403787
2095,FDC51,OUT013,1921.5917347237098
2096,FDO04,OUT018,774.9163191830256
2097,FDD41,OUT017,1942.2303859910855
2098,FDI45,OUT045,2715.1862451650404
2099,NCB18,OUT027,2466.5578863111095
2100,FDW51,OUT017,3591.8865662061025
2101,NCK07,OUT046,2692.063966881644
2102,FDZ45,OUT019,1504.1190424176646
2103,FDB37,OUT046,3502.971157994625
2104,FDZ60,OUT035,1868.4436237946434
2105,FDN04,OUT013,2743.36603544026
2106,FDW47,OUT013,1900.5657531501079
2107,FDB17,OUT013,2733.1809713969924
2108,FDR56,OUT018,3230.075478834181
2109,FDU55,OUT027,4951.988888852274
2110,FDH40,OUT017,1108.285922410519
2111,FDH05,OUT049,3619.2814912310387
2112,FDX58,OUT045,2713.1381623941907
2113,FDC51,OUT035,1925.0592466937221
2114,NCR05,OUT017,3595.2337093425604
2115,DRH25,OUT017,1111.8939393641676
2116,NCR53,OUT049,3607.5122545077293
2117,FDS04,OUT046,1837.3023658291822
2118,FDC03,OUT013,3558.1734551648296
2119,FDP44,OUT010,-74.43055039346518
2120,FDK16,OUT018,1589.9756490175967
2121,NCC30,OUT046,2684.763699633141
2122,FDZ26,OUT010,1553.9973525864364
2123,NCO54,OUT018,771.9896062811605
2124,NCP41,OUT010,-41.52508688620151
2125,DRE27,OUT049,1961.5216833514708
2126,FDQ10,OUT013,2734.9689394175603
2127,NCU42,OUT049,2828.783664269302
2128,FDX43,OUT035,2738.9782360925365
2129,NCD19,OUT046,1056.5937201151728
2130,NCI54,OUT035,1907.5418425419089
2131,FDS37,OUT010,-28.86767980272498
2132,FDO25,OUT027,4946.6841437027915
2133,FDS57,OUT049,2787.4098257056958
2134,FDI52,OUT049,1954.2818832366986
2135,DRK12,OUT018,786.6752996155238
2136,FDG40,OUT017,1115.764353049121
2137,FDU49,OUT045,1051.8536918422296
2138,FDR49,OUT013,1104.4099873141686
2139,FDF40,OUT019,1513.9886094629617
2140,DRE03,OUT017,1106.7737001814062
2141,FDR55,OUT027,4931.5984685765725
2142,NCU05,OUT035,1082.3616176109122
2143,FDR36,OUT017,1106.307846094498
2144,NCM30,OUT013,1059.2071171833852
2145,FDH24,OUT049,2800.8872269700314
2146,DRO47,OUT018,1588.3114584789025
2147,FDQ49,OUT017,2751.21751827189
2148,DRJ37,OUT046,2687.8434393539765
2149,NCJ42,OUT018,1596.67450107615
2150,FDD05,OUT049,1980.2650959684568
2151,FDC39,OUT018,3230.6696347736406
2152,NCY06,OUT045,1877.5198971128132
2153,NCS06,OUT019,1537.6833734496606
2154,FDE16,OUT045,3553.783569942868
2155,NCQ50,OUT046,3502.926789217324
2156,FDX50,OUT046,1836.653415544902
2157,NCL41,OUT017,1118.1973001379722
2158,FDM58,OUT018,1582.9703581526167
2159,FDH35,OUT010,756.9210991534353
2160,FDS50,OUT049,3624.178217924851
2161,FDT09,OUT027,3311.222427317056
2162,FDR60,OUT018,747.7636865972586
2163,FDG22,OUT046,1027.5744619064249
2164,FDL52,OUT027,2495.3155956373676
2165,DRJ39,OUT018,3239.166492772357
2166,FDW45,OUT017,2756.424234350473
2167,NCQ38,OUT045,1889.8924391798425
2168,FDB26,OUT017,1117.6307192668528
2169,DRG48,OUT046,2714.066797526445
2170,FDH10,OUT010,1581.492978111892
2171,FDP28,OUT049,3624.1224457523194
2172,FDJ44,OUT010,746.7561729761517
2173,FDI07,OUT045,3543.406064892978
2174,DRJ24,OUT017,2747.586923229589
2175,DRL47,OUT035,1895.4420591998526
2176,FDP38,OUT013,1091.16690278642
2177,FDK02,OUT019,-167.45622941396277
2178,FDO23,OUT013,1862.7491050128945
2179,NCE54,OUT013,1068.0582213226298
2180,FDS52,OUT046,1884.3658162179452
2181,FDW01,OUT035,2724.95618502052
2182,NCF07,OUT017,1954.3353245937265
2183,DRE15,OUT018,785.2381087001756
2184,FDR58,OUT046,1052.8934733231292
2185,FDL24,OUT013,2743.4981263625114
2186,FDQ25,OUT027,4146.741457569989
2187,FDX56,OUT013,3537.5956909301876
2188,FDD20,OUT018,1607.7313978686109
2189,DRF60,OUT017,3594.403964685367
2190,FDW13,OUT018,771.4782538504116
2191,FDF09,OUT013,1106.446127498951
2192,FDY45,OUT035,3563.202594363558
2193,FDR26,OUT045,2695.8139699147887
2194,FDZ01,OUT046,1883.0500128228093
2195,FDH53,OUT010,-877.4599959278037
2196,FDG52,OUT018,769.5604671966927
2197,FDW50,OUT045,2703.315784948253
2198,FDX49,OUT035,3561.5200894875425
2199,FDJ44,OUT046,2670.2437431182807
2200,NCI31,OUT027,2453.2029513073385
2201,FDZ52,OUT035,1877.4886046970682
2202,FDE17,OUT049,2791.974834293659
2203,FDG34,OUT018,1608.6370621120884
2204,FDE26,OUT010,762.7941761726595
2205,FDD56,OUT018,2404.555743042806
2206,FDR52,OUT045,3529.496456451968
2207,FDQ13,OUT035,1098.9865261446175
2208,NCJ42,OUT019,-130.91601596700525
2209,FDH10,OUT019,1497.6132850393167
2210,NCG42,OUT035,1895.8320348222223
2211,FDT31,OUT045,3532.8004352622584
2212,DRD25,OUT045,1893.227867034169
2213,FDR35,OUT035,3568.4155358080416
2214,FDL33,OUT045,3534.657248367851
2215,FDT45,OUT035,1073.356682230157
2216,FDT16,OUT045,3544.478125534323
2217,DRE49,OUT035,2730.3439158356323
2218,DRF60,OUT049,3639.6931447321294
2219,NCB54,OUT049,1994.5286882409825
2220,FDH20,OUT049,1985.243674496907
2221,FDA31,OUT035,2727.8963112714673
2222,FDE33,OUT045,1046.2862607753793
2223,FDM12,OUT010,1580.7683633352256
2224,FDW44,OUT013,2742.1700149836606
2225,DRE48,OUT013,3575.495772342406
2226,NCX18,OUT045,3547.006579849185
2227,FDA38,OUT018,3277.112790143725
2228,FDQ19,OUT013,3578.9376290327264
2229,FDY47,OUT027,3313.4035043581434
2230,FDE17,OUT013,2711.427184056093
2231,FDY25,OUT046,2693.5013916348307
2232,FDT03,OUT035,2726.0606715309086
2233,FDB49,OUT045,1903.428952850757
2234,FDL43,OUT017,1128.0470556522705
2235,FDE47,OUT017,1940.4750864932323
2236,FDS49,OUT045,1061.150700890748
2237,FDU23,OUT018,2437.3580373126506
2238,FDU38,OUT027,4950.116492548908
2239,FDV09,OUT019,708.7864906966586
2240,FDR20,OUT049,1149.8772688262272
2241,FDY11,OUT046,1056.665668341292
2242,FDG40,OUT027,2480.8940348511787
2243,FDX20,OUT017,3605.398910745176
2244,FDZ27,OUT013,1100.873588512788
2245,FDH09,OUT017,1113.1179442584262
2246,FDG29,OUT049,1146.680575326573
2247,NCA30,OUT049,3596.436251359176
2248,NCL53,OUT017,2781.7906001797483
2249,DRE15,OUT046,1050.391083971998
2250,NCS38,OUT046,1858.6297958544346
2251,FDY21,OUT019,1443.5927077240542
2252,FDB58,OUT010,-25.877682961838445
2253,FDH41,OUT046,3510.8000940404063
2254,DRF23,OUT049,2806.817123614209
2255,FDE05,OUT010,788.5844484094875
2256,FDY10,OUT049,1974.2129444784407
2257,FDS43,OUT049,3641.3179297086444
2258,NCM30,OUT049,1139.7452121555784
2259,FDY49,OUT045,2713.609138600824
2260,FDN02,OUT045,3521.207159733629
2261,FDP37,OUT045,1851.1106411724118
2262,NCF07,OUT035,1922.4975459467391
2263,FDJ09,OUT013,1071.5448708193971
2264,FDO23,OUT027,3263.2970922645554
2265,FDH09,OUT027,2478.300827575703
2266,FDX34,OUT049,1993.6639759209854
2267,FDV60,OUT049,3597.3752319525147
2268,FDE32,OUT013,1061.248796827358
2269,NCI30,OUT018,3232.0887251980876
2270,FDS37,OUT013,1922.1965357908186
2271,FDC57,OUT019,1496.8255112495124
2272,DRC01,OUT017,1140.264562725755
2273,DRD27,OUT017,1934.154635005555
2274,FDI12,OUT045,1053.6519541525718
2275,FDQ33,OUT035,2719.1770449300475
2276,FDQ27,OUT019,-113.29800316381875
2277,NCB07,OUT010,1570.9748859513895
2278,FDC08,OUT013,3524.0074988502756
2279,FDD20,OUT046,1867.3430596888147
2280,FDS24,OUT035,1060.1610922618822
2281,FDH34,OUT017,3606.0424458567986
2282,NCX30,OUT018,3250.4866950658707
2283,FDM01,OUT046,1858.9102773816335
2284,FDB20,OUT013,1090.5268456979059
2285,NCK29,OUT017,1932.8392664222679
2286,FDS11,OUT049,3647.351984502189
2287,NCV41,OUT010,-36.70807823269183
2288,DRL60,OUT049,2827.5450769286626
2289,FDV10,OUT017,1121.345273451884
2290,FDV09,OUT018,2437.836226273341
2291,FDQ39,OUT046,3497.571220848533
2292,DRE49,OUT018,2417.442902554475
2293,FDR45,OUT045,3548.52717797884
2294,DRJ23,OUT010,1591.6601799678394
2295,FDQ26,OUT018,769.2087020346106
2296,NCA06,OUT017,1067.3452398359477
2297,FDT24,OUT018,734.9564346830596
2298,DRG27,OUT045,1053.3464453201877
2299,FDR02,OUT045,1886.3582035794811
2300,DRG37,OUT035,2734.918273713696
2301,FDJ07,OUT018,1625.774778060809
2302,FDP32,OUT049,1987.7050244491345
2303,FDV59,OUT046,3511.247261178806
2304,FDP60,OUT035,1895.5685732663003
2305,FDE32,OUT027,2461.674666054091
2306,FDK26,OUT017,3613.098595725339
2307,FDW28,OUT035,3533.764981485674
2308,FDP56,OUT049,1171.7078585150748
2309,FDT25,OUT046,1873.4925679405405
2310,FDQ12,OUT035,3563.479314601478
2311,FDR60,OUT035,1054.1858230900648
2312,FDZ10,OUT010,-59.18489358471197
2313,FDM13,OUT010,-42.29566185106978
2314,FDF26,OUT045,2726.9971184882943
2315,FDN02,OUT027,4939.524859745029
2316,NCI30,OUT013,3534.9582412016744
2317,NCJ31,OUT049,3579.319986451076
2318,NCQ54,OUT010,783.0995707230943
2319,FDB02,OUT045,2725.7594528295513
2320,FDC02,OUT027,4929.763017476962
2321,FDA11,OUT045,1900.6234599147053
2322,DRI23,OUT027,4089.104606103967
2323,FDE04,OUT049,2804.1677278774114
2324,FDW38,OUT010,-904.4078696699498
2325,FDG46,OUT019,-115.13148469557882
2326,NCJ05,OUT027,4117.722358128289
2327,FDU01,OUT019,694.4529271060267
2328,FDY11,OUT017,1135.1731389427669
2329,FDX60,OUT013,1066.1458696508012
2330,NCN29,OUT049,1169.8573246368169
2331,FDT07,OUT049,3667.570169184287
2332,FDI21,OUT018,791.1902086654507
2333,FDI41,OUT046,2669.5194667029473
2334,FDE10,OUT027,3306.9029729084505
2335,FDQ28,OUT046,2680.588239467854
2336,FDY32,OUT010,745.7518830636111
2337,NCK05,OUT019,-991.482868546824
2338,FDH12,OUT045,1883.2755045496438
2339,FDJ27,OUT017,1905.866180854463
2340,DRL35,OUT010,-856.2425260806515
2341,NCY29,OUT017,1104.034967994944
2342,FDC21,OUT017,1937.8418699635426
2343,FDM33,OUT017,3572.0278752633576
2344,DRJ39,OUT013,3542.001427993704
2345,FDB22,OUT010,754.0727781948247
2346,FDC32,OUT013,1051.0464144722148
2347,FDD02,OUT046,1868.0855956459216
2348,FDL28,OUT035,3561.007218413036
2349,FDL39,OUT049,2798.5350601468062
2350,FDV37,OUT010,1582.304787666473
2351,FDA28,OUT017,1932.823962468528
2352,FDL04,OUT049,1951.3195915588929
2353,FDR10,OUT035,2734.563113041412
2354,FDA39,OUT017,1141.3637549366308
2355,FDR15,OUT035,2746.6330365578224
2356,FDQ40,OUT017,2773.457010878674
2357,DRG23,OUT027,4128.006333608789
2358,FDU36,OUT013,1921.2448330340858
2359,FDF47,OUT046,3478.2888759961015
2360,FDH14,OUT046,1852.3254073068197
2361,FDO45,OUT018,779.3914100951265
2362,FDK60,OUT035,1885.723395796889
2363,FDS43,OUT017,3596.0435246562056
2364,FDN44,OUT049,2818.074919577847
2365,FDS34,OUT049,1961.4834514838283
2366,FDU20,OUT045,1880.3658716961866
2367,FDP44,OUT013,1886.6809319598894
2368,FDC02,OUT035,3532.767704651512
2369,FDT56,OUT035,1054.8402792438742
2370,NCA06,OUT013,1032.2695190837871
2371,FDE04,OUT013,2723.5929657279166
2372,NCX06,OUT017,2764.6703579294126
2373,FDX49,OUT017,3593.2306423077025
2374,DRM59,OUT018,2457.6615623955113
2375,FDJ34,OUT049,1973.8210790144283
2376,FDP60,OUT013,1909.5299052430053
2377,FDI07,OUT046,3518.028041604909
2378,FDV07,OUT027,3318.5024631098986
2379,FDH41,OUT045,3536.147609256742
2380,NCB31,OUT049,3629.544830010842
2381,FDW34,OUT035,3581.632889463036
2382,FDX45,OUT017,2738.6955695126944
2383,FDH14,OUT049,1976.0849137627454
2384,FDF26,OUT010,790.679392731414
2385,FDU24,OUT017,1100.3317142874103
2386,FDX11,OUT018,2401.758448723098
2387,FDF35,OUT035,1870.4809063532105
2388,NCC43,OUT018,3251.494710269445
2389,FDG29,OUT046,1022.9256656741143
2390,FDS44,OUT046,3479.203403262177
2391,FDZ10,OUT046,1851.3068263172574
2392,FDC52,OUT013,2746.6914688836114
2393,DRL35,OUT035,1082.0013172671229
2394,NCP55,OUT010,-853.7929298965437
2395,FDV38,OUT027,2448.6087772737674
2396,FDL44,OUT045,2711.077364577961
2397,FDZ47,OUT017,1937.080106955398
2398,FDT45,OUT046,1026.6898411418458
2399,FDN23,OUT049,2816.9542026020063
2400,NCP43,OUT045,2706.5480596216457
2401,DRJ24,OUT019,658.85047691361
2402,FDA02,OUT027,4133.764890183129
2403,FDH33,OUT019,-998.7355947079893
2404,FDF56,OUT017,2734.232544869258
2405,NCN26,OUT046,1872.5583908632548
2406,FDD22,OUT049,1976.1487151703375
2407,FDU15,OUT010,-865.3421913743207
2408,FDB41,OUT010,-914.7237844659128
2409,FDZ35,OUT017,1955.9906880786996
2410,FDT60,OUT017,1933.6894920245622
2411,FDE51,OUT035,1084.3063224317118
2412,NCQ06,OUT035,3560.663508813165
2413,FDS28,OUT017,1115.1759965172266
2414,FDH32,OUT045,1878.5884976685923
2415,FDW37,OUT045,1023.3885177328143
2416,FDY33,OUT046,2667.9565484585182
2417,FDF17,OUT017,3610.454062882951
2418,FDG56,OUT013,1071.4432033537953
2419,NCB18,OUT013,1066.141354419362
2420,FDU14,OUT035,3551.7864161420275
2421,FDU22,OUT049,1972.650112785742
2422,NCV41,OUT013,1911.2209156783204
2423,FDY52,OUT045,1089.790446145644
2424,DRG48,OUT027,4157.647698324666
2425,FDU01,OUT027,4124.684144049713
2426,NCP53,OUT013,3555.9029237430777
2427,FDC17,OUT049,3647.974849124401
2428,NCZ30,OUT013,1926.4754172301293
2429,FDK03,OUT046,3504.9240720399166
2430,FDE08,OUT019,678.860935071378
2431,NCM07,OUT027,2490.778073220503
2432,FDY35,OUT027,2479.0621533709
2433,FDS28,OUT027,2480.445046516419
2434,FDI56,OUT013,1078.5501682797542
2435,FDR23,OUT019,666.6199230685622
2436,FDF29,OUT049,1989.1425805887955
2437,FDA47,OUT027,4114.952339773823
2438,FDI10,OUT013,2731.0056381868426
2439,FDC45,OUT019,634.4893194352651
2440,FDA27,OUT017,3578.7528401924355
2441,NCR41,OUT018,1599.9417419962417
2442,FDR09,OUT018,3230.872804390363
2443,NCB06,OUT013,2708.575581537136
2444,FDE53,OUT046,1873.014519678568
2445,DRE27,OUT010,-91.21777212901134
2446,NCA06,OUT027,2432.813575482348
2447,FDL56,OUT018,749.6810844507897
2448,FDT09,OUT035,1914.3091722971726
2449,DRH03,OUT010,-878.1567926458408
2450,NCQ53,OUT018,3250.8022741916793
